business_id,name,city,stars
duVhqYoC-wIbsgv1SoqVDg,McDonald's,Las Vegas,3.0
YcBwAXYRqitWrDuvPEaWew,Peking-Express Restaurant,Las Vegas,3.0
ZpjAltpV8mq-HGqsipocsA,Big Horn Restaurant,Boulder City,3.0
32FTAxYkehRO2lozvGszkQ,Subway,Las Vegas,3.0
8oSNaQnLGfbFC0uyRUjfCA,The Mad Greek Cafe,Las Vegas,3.0
JSiArG-rHBcX1McctDXMhw,Wing & Grill Cafe,Henderson,3.0
_XM07jbQGliVPwnAfyyGUA,Yafo Kosher Restaurant,Las Vegas,3.0
Cduw9GWnZ_ZvsACVVrlkEA,La Reina Mexican Food & Bakery,Las Vegas,3.0
PS6MUV_adG5JH3SZ4e_sCQ,Mama D's Pizzeria,Las Vegas,3.0
t7Zsr25NK1NlXbS_2CYc1Q,Fazoli's 5268,Las Vegas,3.0
Jzvtz6ovMQ_CVEJpIuGwFQ,Carl's Jr.,North Las Vegas,3.0
Y4nw_rZUPGw-aRdx6kv4kA,Boardhouse Serious Sandwich,Las Vegas,3.0
eHgxuooEDnjsmmckxPcKHQ,Mah Jong,Las Vegas,3.0
zv2-8DTIqciqDmgURXujJw,Atandy's Pizza,North Las Vegas,3.0
OhrbZ8e4v0XsD5Qi2eWb7g,Half Shell Seafood & Gaming,Henderson,3.0
wLaY0Tp4P1idAu4NUpdOSA,Super B Burrito,Las Vegas,3.0
uX9ZVa3k3-6Xf8mAU6aOiQ,Toto's Mexican,Las Vegas,3.0
xdIaJk3UYOnt-SWAz_ZKqg,Subway,Henderson,3.0
Fq6tvdwtKV7Kk3_33oONQQ,Chapala's Mexican Restaurant,Las Vegas,3.0
zRSUXYmoPraF1YSWG59gFQ,Winchell's Pub & Grill,North Las Vegas,3.0
D8sk6LZlp2P9FFh_mk9q7g,Subway,Las Vegas,3.0
7B3n6hizoL2CF0dEiJ0x6A,Sushi Factory,Henderson,3.0
RAU2fPJ852Z241SXP-Wfew,Samurai Sam's,Las Vegas,3.0
6HeH0ibEjE3aqugIyHF0Ww,Seoul Oak,Spring Valley,3.0
k4vtYbObHxa2WAJSlmhzaQ,Opera House Saloon & Casino,North Las Vegas,3.0
VNOz_tOw_Hz3FAJeEHb_yg,Pyaar India Restaurant,Las Vegas,3.0
OW9CcNpg336qpnnJr-bIUQ,China Star,Henderson,3.0
ANSdwcG2_tH5iHdOpokVpQ,El Taquito Restaurant,Las Vegas,3.0
5i-SK1EztIn6YnhcRvatTQ,Cafe Vetro,Las Vegas,3.0
cAGR_fYNkfKivtkUKmx83A,Matteo's,Boulder City,3.0
Mq8QTBAR7r-vUL6C2JVkRA,Super Burrito,Henderson,3.0
ybq76JnmovyueBmrxef-aQ,Augustus Cafe,Las Vegas,3.0
Ja6XZ62g2hw1XOV4Kkm1Aw,Auntie Anne's Soft Pretzel,Las Vegas,3.0
haubHM36Z-enialDObecrw,Pellegrino Pizza & Deli,Las Vegas,3.0
xfugyx1FNkQwH61CSewBkw,Ping Pong Thai Restaurant,Las Vegas,3.0
uFre_WMHGbNC_hCtBwM-dg,Durangos Mexican Grill,Las Vegas,3.0
ZaV97nuYxH32bthBIzjgmw,Wok On In,Las Vegas,3.0
kOt9Ci_i8O6m_aPXN8HXLQ,The Famous Burritos,Las Vegas,3.0
gbWVf3a6tUailTJRvvVD4g,Sofia's Pizza,Las Vegas,3.0
JTknlKD6bviJZLngdpbydw,Chicken Now,Las Vegas,3.0
HtG4De1Xlv0I4igSgEEEPg,Big Mama's & Papa's Pizzeria,Las Vegas,3.0
ZDoXr27YooSll6FTD36RkA,Fazoli's,Las Vegas,3.0
vnQ9a0e_DuS4MC9nyEbA5A,E Go Cafe,Las Vegas,3.0
gCg2igf-MMtnB2X-C0crwQ,Subway,Spring Valley,3.0
5XKz4CGyjYD_jzoxlPqRQw,Blueberry Hill Family Restaurant,Las Vegas,3.0
m1RrPKgNleBoGYdnRRhmGw,The Pods By Wolfgang Puck,Las Vegas,3.0
zCHEDV06NXGs6GAXmFyDFw,Barcelona Restaurant,Las Vegas,3.0
T3ZpXgSw7eo4cxl7Op7G7w,El Patio Mexico,Las Vegas,3.0
KeKvq5TVppF8fnFkmiiqIQ,Taco Tio,Las Vegas,3.0
AyKOSCyaPb7x8a9gqZ0z2A,Subway,Las Vegas,3.0
sPQ3i5lI2Tg8pbmqbDaZZw,Subway,Henderson,3.0
hB52ZG3dkHKfz1D9aYu19g,Mirak,Las Vegas,3.0
waYydA213E6kkvmSMeNoCA,Kusina Ni Lorraine,Las Vegas,3.0
qSlfi_h5LdTAm7181FAZiw,Pizzaria,Las Vegas,3.0
lOVywQn_6pR2uZulw-x7cg,Grill City,Las Vegas,3.0
bFUWmRKsCkborKVe6oaA5g,Jack in the Box,Las Vegas,3.0
toToUz3HgJjEinwD8_3dGQ,McDonalds,Las Vegas,3.0
Ad_-9GuDFTEjAsSQ3PXLOw,Subway,Las Vegas,3.0
5id6Wu6n07N2lIklMAorEw,McDonalds,Las Vegas,3.0
Rd6f8vuyYgcfg-RPh6GXHw,Brookwood Farms BBQ,Las Vegas,3.0
l9LN4NF4WDCBzXyz6ieD7A,All Seasons Diner,Las Vegas,3.0
OXSN9Jrp5JeF5VnXpDNHpg,Sbarro,Henderson,3.0
Rr0ZigFhRXjBrvaHo0BTCQ,Olocuilta Restaurant,Las Vegas,3.0
6xBgaXrAlH5KMIW-GPSUzQ,The Underworld Grill & Bar,Las Vegas,3.0
W-bfM3k64ZwUeBeKnpeSpA,Hot Tofu,Las Vegas,3.0
CNW5hqoO-EpSOReYbWC-Sw,Golden China,Las Vegas,3.0
s8Czlpw-XUfNERxKN_CmPQ,Subway,Las Vegas,3.0
niuHdk9fwX0IJG1zMAHcig,Jack In the Box,Las Vegas,3.0
4srfPk1s8nlm1YusyDUbjg,Subway,Las Vegas,3.0
5fWcM1vRg4v8HI85Vmy8OA,Jimmy John's,Las Vegas,3.0
DKvvZFdBKwZWA5i562FytQ,Cajun Cafe,Las Vegas,3.0
ni4ppUp4oHq-OSSCgUIGiA,barMASA,Las Vegas,3.0
I6qFvR-jVDGqDD_iVG38ng,Jenni Pho Grill,Las Vegas,3.0
nuT8Bgfz7HTJQqbJFddkBw,Mad Onion,Las Vegas,3.0
ECOkEVUodMLUxvI0PMI4gQ,TAO Nightclub,Las Vegas,3.0
ns-s43oyaaXN0_lzmrgggw,Bagatelle Las Vegas,Las Vegas,3.0
GU7ww3eoGTcXAze8VJtC7g,Fin,Las Vegas,3.0
VXWCXy_wYgg5sbcz0kx_Qw,The Mayan Club,Las Vegas,3.0
PitHcnxTKCANz1VYwVtWkg,Breeze Cafe,Las Vegas,3.0
L2cn3Yj2p3gZDQ91CK-iog,Cafe To Go Express,Las Vegas,3.0
TxFO00nUyUXZbPOx8SuAWw,Haggen Food & Pharmacy,Boulder City,3.0
77W1bMIEvBOFvE8Hx3k3pA,Royal Resort,Las Vegas,3.0
1k7CVCUJoE4ZJAtGpGGUUA,Subway,North Las Vegas,3.0
1h3ysSuSazvXc1aeLiiOew,Subway,Las Vegas,3.0
ajoqEHnCZTD8-8GqGLq9-Q,Palms Casino Resort,Las Vegas,3.0
H0xrqDnQuei14LAkjEeInA,Golden Gate Hotel & Casino,Las Vegas,3.0
G7yeF8yMra1_kymdxPVCWQ,24 Hour Soul Food Express,Las Vegas,3.0
ii8sAGBexBOJoYRFafF9XQ,Paris Las Vegas Hotel & Casino,Las Vegas,3.0
TNaqJk3Oa__aCLAGHpz7_Q,Don Tortaco Mexican Grill,Las Vegas,3.0
FgPANtTwZqXB-edLkZTXQg,Del Taco,Las Vegas,3.0
udGrKu1eJ_Qdd6O1PeUrmg,Pt's Pub,Las Vegas,3.0
l3oWxCf7Y-X-fgAxNVR7-A,Irene's Gaming Lounge,Las Vegas,3.0
NjMC1bh3xZbqBmihsbH-nw,PT's Gold,Las Vegas,3.0
LUdKbgaPZ7F48u9zn7ozFg,Jack In the Box,Las Vegas,3.0
dKdApYVFDSNYsNOso6NYlA,White Castle,Las Vegas,3.0
3p0SYIaMbJ8j-yeK_do5Qg,Longhorn Hotel & Casino,Las Vegas,3.0
Ey1iEY8yAQG5MEBZPQ_niQ,Fremont Hotel & Casino,Las Vegas,3.0
BIBWGO_r_1znnlmLbp4Nxg,Golden Nugget,Las Vegas,3.0
E3yER5W6Wsyc5ncGKb9Nzw,Railroad Pass Hotel & Casino,Henderson,3.0
2zSr7jNNWpA-IfD74wOlTA,Pt's Gold,Las Vegas,3.0
fa6yFltvtWt7TtoGMNLZQw,Town Center Lounge II,North Las Vegas,3.0
sr2500NlogeAa52rH0vrcw,Wildfire Sunset,Henderson,3.0
uqo0qY32KN0wyzsB30hB5A,Denny's,Las Vegas,3.0
bK70PtUK5nGGLzP7tChaeg,Putter's Bar & Grill,Las Vegas,3.0
7hXWFtmoJHz63SD8k56a_Q,Putter's Bar & Grill,Las Vegas,3.0
03Yt7kMeYihN_y6ptiXxyQ,Del Taco,Las Vegas,3.0
OPiPeoJiv92rENwbq76orA,Sonic Drive-In,Las Vegas,3.0
D74O-i-iEWo-e5BpwFMcUA,Roberto's Taco Shop,Las Vegas,3.0
4I4OoW0tbaoG4I4D2spF3w,Del Taco,Las Vegas,3.0
84DjKzaR26vphu9fNI9nKg,Sierra Gold,Las Vegas,3.0
4MGlJYAiP5RYHzyQozAeAA,Sean Patricks,North Las Vegas,3.0
5D3cAYturwbEqnj52b1Tmw,PT's,Las Vegas,3.0
2DydwQRkIutHarWT_o1L0Q,Don Chuy Mexican Grill,Las Vegas,3.0
UvLZYSU8H6KRpnYwnWAVYQ,Pt's Gold,Henderson,3.0
ZCQa7CJxZ-53Zxd_pobWug,Le Cafe Ile St. Louis,Las Vegas,3.0
-uRn5Hf1uo4vf3UTtOvIfA,Don Tortaco Mexican Grill,Las Vegas,3.0
Md6895ZtS3FA8a0pUaH6nw,America,Las Vegas,3.0
lsLelczQjIZLHVt2-e44lA,S+O Restaurant,Las Vegas,3.0
nCwAk9FHldJzop3N88SdaA,Pt's Gold,Henderson,3.0
iw9p7E4bMe1YW-APcFGjgQ,PKWY Tavern Flamingo,Las Vegas,3.0
JWhqCvKTs5vLwIrhrbgx7Q,PT's,Las Vegas,3.0
QpPA4PZ0_jo82gkzMsQpDw,Sterling Spoon Cafe,Las Vegas,3.0
6HdzmAatFoB8UDep4n9QIw,IHOP,Las Vegas,3.0
qQIUMQJ0pMiiYpygql3Zdg,The Lodge Fort Apache,Las Vegas,3.0
7njZaRjDXi8anBaGlGQu4g,The Lodge Cactus,Las Vegas,3.0
ejcVeQztxXY6NX2O2SE0Rw,Pt's Pub,Las Vegas,3.0
n0tnioUYabmpBrTwmIq08Q,Pt's Gold,Las Vegas,3.0
wRY_ZJU8-z2QWTqtgoumGA,FARM,North Las Vegas,3.0
w9gr1-mA-7zBHPjPL87Nsg,Magnolia's Veranda,Las Vegas,3.0
xpAm-NN8JQbL5JdBal_Ptg,Del Taco,Henderson,3.0
3BvoqrkBhqnrCeSnuZY-9w,Pt's Gold,Henderson,3.0
vFWYJFEEp-HeO7bsJOyEZA,Barefoot Bob's Beach Bar & Gaming,Las Vegas,3.0
yz2EimDE7bBvq6b4mDe_zg,IHOP,Las Vegas,3.0
T3C5Mq-QxshN7qH_HPQMpQ,Jack In The Box,Las Vegas,3.0
pvrTxY4WCE5DfHAIMLjSbg,Subway,Henderson,3.0
PpHnxQaRP2JNjJODQDX9GA,IHOP,Las Vegas,3.0
Fho2P7OP80-yChCRxkK7Hw,Del Taco,Las Vegas,3.0
Tz3lmsFCS1e8rUkXuHW9mw,IHOP,Las Vegas,3.0
xQWgzGkO72IDwaueB6mj5g,Presidio,Henderson,3.0
Y40U2KXA3v-N_h-9F8Y_aQ,OG Gentlemen's Club,Las Vegas,3.0
UANNbspNsQEFUay5nALZYw,Roberto's Taco Shop,Las Vegas,3.0
k-dDZvTeLysoJvjHI-qr9g,Feast Buffet,Las Vegas,3.0
viFP7j-WLzVhkCFXWGWQDw,Sonic Drive-In,Las Vegas,3.0
xDvl_i1g1HCJ4EmIRmwfqg,Denny's,Las Vegas,3.0
6Gm8wh3N-su9wMaYzGreAg,Roberto's Taco Shop,Henderson,3.0
E67gGK8yOn9kkNzx8FzQKA,Buffalo Wild Wings,Las Vegas,3.0
uDeycmwCy26ALJHeG3SsEA,Buffalo Wild Wings,Las Vegas,3.0
nwnizMdBAhJ9CVDHXf3QNw,Giuseppe's Bar & Grille,Henderson,3.0
Y-S2LhHefBdnX8VP5Bh_JA,Citizens Kitchen and Bar,Las Vegas,3.0
makqSKZaz1aUipoWBW0BsA,The Westin Las Vegas Hotel & Spa,Las Vegas,3.0
On8O41uCKj1GfF1Bt4S2Lg,Sonic Drive-In,Las Vegas,3.0
_5wi2C7x68Bt14qhdCqi1Q,Roberto's Taco Shop,North Las Vegas,3.0
uQavb7YPhMo89AjwZcjb0w,Kimchi Korean Bbq,Las Vegas,3.0
x1fx7C_tc064cFATjl4fmQ,The Lodge at Grand Teton,Las Vegas,3.0
YqhhwTqRdLsf7V4yKA33-A,Victory's Bar & Grill,North Las Vegas,3.0
H8umkLwMkM0vP5B8oPiozQ,Sundance Grill,Las Vegas,3.0
X6DR-xr0rQKnxl9jeZWFzw,Grand Café,Las Vegas,3.0
q3SXDX-a-T_DMU2h2CJzcg,Fuddruckers,Las Vegas,3.0
KSkjE3krqsovBs7iC4x7ng,Denny's,Las Vegas,3.0
ZkoF4-snThlABQ1NXlF0ng,Steelz,Henderson,3.0
uiHyP1uOAzOPkOmnWhnW0A,Roberto's Taco Shop,Las Vegas,3.0
da17_EW7GaYZWw1Z1JKSmw,Denny's,Las Vegas,3.0
2Y0-nrSZNsLRStyupZgM7g,Courtyard Cafe,Las Vegas,3.0
iACo0RlJN6PGJez9oaK-tA,Timbers - Durango,Las Vegas,3.0
uWIrZQx2BxKznWPjxWGRNg,Pt's Gold,Las Vegas,3.0
lGy7jJ9oVZUJNkmZj7ewgA,Planet Dailies,Las Vegas,3.0
nUpKKVwG2WctMOXux19vew,Buffalo Wild Wings,Henderson,3.0
EkuSy_kM8dpGrlb2pTxCBw,Ginseng Korean BBQ II,Las Vegas,3.0
3WipOV5JlbCEO_o0tV49yA,Buffalo Wild Wings,Henderson,3.0
FtaTjyMUIY457tPJahjg1A,IHOP,South Las Vegas,3.0
xoGPeHR2RPnJW470-aYBUQ,Grand Café,Henderson,3.0
w55sCX7ZkLIJNhl_RhwjEg,Paradise Cantina,Las Vegas,3.0
uanCi4OGc1mHLGl_AT4JhQ,Treasure Island,Las Vegas,3.0
etzDsNjkCyQBoJcU2a3U-g,Denny's,Las Vegas,3.0
OFnDWBP8iXxgeBrfHA5fRA,Four Queens Hotel & Casino,Las Vegas,3.0
BOMgSyi4-TYAnjVn3m0z3A,24 Seven Cafe,Las Vegas,3.0
8Q6jl7OW8DZzwANggDspcw,Sugar Factory American Brasserie,Las Vegas,3.0
GRaFqN1QdLFRZpQR-03Dvw,The Gin Mill,Henderson,3.0
ijg7qQCYnhUWBd5JUxbfvA,Roxy's Diner,Las Vegas,3.0
eAc9Vd6loOgRQolMXQt6FA,Mandalay Bay Resort & Casino,Las Vegas,3.0
El4FC8jcawUVgw_0EIcbaQ,MGM Grand Hotel,Las Vegas,3.0
uufFYaIiNeISTgzSsEcYwg,The Lodge Hualapai,Las Vegas,3.0
kvxSYzWonG0Gf0TlOF0nkA,Taco Bell,Las Vegas,3.0
9hEPwq1GmU1dp3ZyBB9ASQ,Pt's Gold,Las Vegas,3.0
hAHa78Q1os9Gvuq6Uti-0A,Westside Deli,Las Vegas,3.0
k_luboaCkZRUo5KL7phVvQ,Pt's Gold,Las Vegas,3.0
2bSyNMam79SlwiHwQD6RGg,Subway,Las Vegas,3.0
387XEwERYeyodpV5DWR4hA,Denny's,North Las Vegas,3.0
Xy8R4AnLP3LxwFIYoPfhJg,PT's Ranch,Las Vegas,3.0
YJ5CSYTHwZlqnR61P_lY9Q,Robertos Taco Shop,Las Vegas,3.0
mfQfNIb3TYeBSxsN1WD8eA,McDonald's,Las Vegas,3.0
viHcW-LLmOxBMHFm0jxPvQ,Grand Cafe,Las Vegas,3.0
q_CmNcxciEBnZbG9JrGbQg,Carl's Jr Restaurants,Las Vegas,3.0
glVCZzuFSnf24UGYsOl2Vw,PT's,Las Vegas,3.0
ppasQEo3jPkBdwdRGVd9WQ,Roberto's Taco Shop,Las Vegas,3.0
35fWtS1LZkaZ-ooKupJ1XA,Buffalo Wild Wings,Las Vegas,3.0
FuxEwSFbJ73D7UuIdiIBPQ,PKWY Tavern Marks,Henderson,3.0
iLlPXAA6NYTgWaG4DgCNEA,McDonald's,Las Vegas,3.0
-LMycE26AortJDsbc8oXOg,Jack In the Box,Las Vegas,3.0
a2OCO4yHDEifuKzjor_yRQ,PT's,Las Vegas,3.0
J1MVP1oGbBnKVqriX4HDuQ,Denny's,Las Vegas,3.0
5XORYO9raiXVZSGGPvjSmA,Kopper Keg North,Las Vegas,3.0
DwS5_jKur2mfxvqDp_gptg,Barley's Brew Pub,Henderson,3.0
Erj_jPPdF3IupgNS1Yfm4w,Bentley's Bar and Grill,Las Vegas,3.0
8ovqtunN8zGdCbYi-MCTAQ,Pt's Gold,Las Vegas,3.0
zbVJRIXEU0LVGWpU1Wb--A,PT's Gold,Las Vegas,3.0
APAsM2DPl9FH0sC6jFEaXQ,Snacks,Las Vegas,3.0
oI11Y5AZscmmn12Yv3PinQ,Subway,Las Vegas,3.0
S6185mqOFmxuPiezVnSJfQ,Inn Zone,Las Vegas,3.0
jkhEPQovg6JKPzUr43MC_g,Town Center Lounge,Las Vegas,3.0
Em_U9esTgiJfb9kIZL36kw,Subway,Las Vegas,3.0
9993WmhbJFsFfMvnHZUOYg,Roberto's Taco Shop,North Las Vegas,3.0
tIRn9YlrJ4Y5IyHzY72i9A,Subway,Las Vegas,3.0
klsBtNP-vlO3QlfPbAtTzQ,Denny's,Las Vegas,3.0
zTr86H7j2bKQT13KBhBpPQ,Carl's Jr,Las Vegas,3.0
Bo8hpmBWPWHOv6cEEF7ueg,Carmine's,Henderson,3.0
rdej8lNWQQTqXB-SlJqtbg,The Lodge Tenaya,Las Vegas,3.0
F_grYTnIPE1_Wwlfvt0J4Q,Subway,Las Vegas,3.0
YoJt2bvCrYMSSyoeUO-YTg,PT's,Las Vegas,3.0
cPaXllVOblQn3kHQ8olDsw,The Memory Thai,Las Vegas,3.0
UNaXX99KnH69CBnUt6ZtAQ,Subway,Las Vegas,3.0
E-pB9yzKnA3kz1cB1zpr6g,Millside,North Las Vegas,3.0
nHQtk-oJVNvVpvfFslv9Ug,PT's Pub,Las Vegas,3.0
qSP6RqBJUyJRsQKTarlo6g,Artisan Hotel Boutique,Las Vegas,3.0
5MzGPxcrSPoWQc_bRmOXoQ,Kopper Keg Lounge,Las Vegas,3.0
Seq3iuRR5vThdVeXDc6Dnw,Carl's Jr,Las Vegas,3.0
9JdhMYy-VhxoqbAyz3Dm6g,Cannery Casino and Hotel,North Las Vegas,3.0
Wu8Ia0A5HkIlpu5ptfvcvg,Pt's Pub,Las Vegas,3.0
fxO2uOXjwS_gwG__oawDEw,Rae's Restaurant & Lounge,Henderson,3.0
Ucsy6LjBYsfVwuGlSlfJog,Steak ’n Shake,Las Vegas,3.0
vw6WWSFqJmeeQr-MUpAMUg,Don Tortaco Mexican Grill,Las Vegas,3.0
tNonw3Vy4Ai6qRZpj2lTsA,Tropical Smoothie Cafe,Las Vegas,3.0
onC6LNdf3HIwjB6LqMjQxw,Jack in the Box,Las Vegas,3.0
PrFfdw7WuGAnrkyAIzX65g,Subway,Las Vegas,3.0
maIam6HyU4FB_sBIk9ippA,The Lodge at Shelbourne,Las Vegas,3.0
VAvlwMwFTKH19w8Tdu9kBA,Carl's jr,Henderson,3.0
T4OvU9iSqGnZ1g69QUG7Gw,Don Tortaco,Henderson,3.0
pzIcN449xQWWyPWsmj10OA,Durango Lodge,Las Vegas,3.0
PsRvJffbQdaHhK9xHxB06A,Aztec Inn,Las Vegas,3.0
BjLXhrKdB3I3f3ODy0INRw,CENTRAL BY MICHEL RICHARD,Las Vegas,3.0
qWflasEfK2strQg5Ulcz4w,Brewskes Bar & Grille,Las Vegas,3.0
Ohy6TtDSeJkVAtIHXP7pMw,Subway,Las Vegas,3.0
psQ-n0LoPpsbZ5DynxMOdg,Pt's Pub,Henderson,3.0
cW0kFaT9QqotYGGGI3-Btw,Papaya King,Las Vegas,3.0
eA8RJa5U2Ep8Ks3ECE6xfA,Haggen Food & Pharmacy,Henderson,3.0
atkegSZm2R3K_qvu6j764g,Vons,Henderson,3.0
rNrGT18rg8wctucG8bIGTw,Jack in the Box,North Las Vegas,3.0
mlr5x0WpfCSjhca5q-hmMA,Smith's,Las Vegas,3.0
ZzERMgdUTkAeFKZFDwPh-A,McDonald's,Las Vegas,3.0
KXO9aGAOWAJEmHD_d8yQ7A,Sonic Drive-In,Henderson,3.0
Ln3jC2yAs5KtopUDAhYZBA,Carl's Jr.,Henderson,3.0
KWLm_h-XmdoT3h-o2bSD2w,Sourdough Cafe,Las Vegas,3.0
e1qIWEYgYjTJG1zHr4rwxg,Burger King,Las Vegas,3.0
4tKDQ_jEcIKLMoJIo26AQg,Burger King,Las Vegas,3.0
7VWtmHsd4HSNDkF5f5xnng,Burger King,Las Vegas,3.0
slYb2NfWI5wLCeV67fWGKQ,Burger King,North Las Vegas,3.0
u1r_9dDn4JxiK2yNmn4XIQ,Smith's,Las Vegas,3.0
4ZbRwCB9oGibxK21MUZKHA,Smith's,Las Vegas,3.0
GUaPe4gw5KhihfPPqhtSIA,TGI Fridays,Las Vegas,3.0
7NucoWCjPzZyRPjsVR28xQ,Bonanno's New York Pizzeria,Las Vegas,3.0
5uk8eUTiRS_Y5p_EjnrfkQ,Bonanno's New York Pizzeria,Las Vegas,3.0
dcFMlXIEun1ax2ebW_Y7-w,Bonanno's New York Pizzeria,Las Vegas,3.0
LJvGjabschy4zGXwnAk2Wg,Zanzibar Cafe,Las Vegas,3.0
IBSePQdC8MwoWdMmoyegnw,Five Star Tavern,Las Vegas,3.0
YAiHkQAQ9sm23V1CyNT2zQ,Bogey's Bar & Grill,Las Vegas,3.0
H8qlBw1YaxMsItfz25-AyA,John Cutter,Las Vegas,3.0
qkyCuFJF2Uboh6n2Lmuwlg,Lee's Sandwiches,Las Vegas,3.0
c0ZerP3dvw3x2IWXzNKDyQ,Victorian Cafe,Las Vegas,3.0
MDpFE-wM7_6nHjtuAENxsQ,Village Pub & Poker,Henderson,3.0
cHAhW7XJ2no_qzc46HpohQ,Five Star Tavern,Las Vegas,3.0
MCenmA0zc9gNR1Cwyh4f1A,Cleo's Team Dining room,Las Vegas,3.0
GKyowVZZ7_E1KdxCZi8_OQ,Rivas Mexican Grill #7,North Las Vegas,3.0
nJcyfIRGbI31EGLzillWYg,Vince Neil's Tatuado EAT DRINK PARTY,Las Vegas,3.0
qLO9ES3-mKJrodFO1mzgOg,Taco Bell,Henderson,3.0
orjSfu6Gcv2SQlXVsXdVBg,Habaneros Taco Grill #3,Las Vegas,3.0
XBikK0GMqJTF5d_bI3VSkA,Ori'Zaba's Scratch Mexican Grill,Las Vegas,3.0
yGXKMV1omio1I_3qNLdtAA,Sonic Drive-In,Las Vegas,3.0
OgIC-LEnB_zHZuzlZkvzIw,Brightside Breakfast & Burgers,Las Vegas,3.0
HoLRI8TigyvNfIHdQ4ChDA,Taco Bell,Las Vegas,3.0
efSwJYCHpQ5wz6hIzUiWIA,Taco Bell,Las Vegas,3.0
_yAYxyEBMIbqFL8pubaf_g,Taco Bell,Las Vegas,3.0
5Mp-PD_CUaPoJr6CP-WBdA,Rubio's,Las Vegas,3.0
qABb9Wzdn51VcNHdp_Qhpg,Tintoretto Restaurant and Bakery,Las Vegas,3.0
cJ5i4V6_VKjkOeEHD4ENeQ,Taco Bell,Las Vegas,3.0
a3jFGgoWbPkPGENEafiXwg,Binion's Cafe,Las Vegas,3.0
4X0KWUPcD2EkHN83aa4cXg,Blondies Sports Bar & Grill,Las Vegas,3.0
qA27MJtwlu0zbnDS0mO2Jw,Subway,Las Vegas,3.0
C3N3mAl93KXGm3IgsIsLag,Subway,Henderson,3.0
Rb2s2-2kIvbPXnPEuM_OBg,Kahunaville Island Restaurant,Las Vegas,3.0
4UmjnX46qbhV6-D5W89IOQ,Taco Bell,Las Vegas,3.0
ruPFtD9dU6Cv9_wpzIR4UQ,Coronado Cafe,Las Vegas,3.0
G9r8bucB5qq4kEflGukyTQ,Johnny Rockets,Las Vegas,3.0
ksuxxeP_V73Y4iKPeLq77A,La Salsa Cantina Mexican Fare,Las Vegas,3.0
gCFf_GFUjgCSVcUe9yrphA,Robertos Taco Shop,Las Vegas,3.0
vWFhRvHVIJAzIeOX4g_YcA,Original Tommy's,Las Vegas,3.0
6EWqsE6Ojvt-FA-rl8Sm4Q,Original Tommy's Hamburgers,Henderson,3.0
0zAJMAk4TbSm9XNQr9ks0A,Subway,Las Vegas,3.0
JVTIY3KAIaIiL0fxY82SoQ,Smashburger,Las Vegas,3.0
BORPULADzZV6_LJZzcsywQ,PBR Rock Bar & Grill,Las Vegas,3.0
61pecmfztHO2SLs-WRkwVg,Pho Hung Restaurant,Las Vegas,3.0
EetTynvxcovbSsAy7AWMtg,Daddy Macs,Henderson,3.0
Rw-xnNlDuwekyMw_THUfGg,Sports Deli,Las Vegas,3.0
LJt-NO2FhvQxTmBoaaLhTg,Three Angry Wives,Las Vegas,3.0
s2oTzh21fWMXy4YrSAq_wQ,The Jade Restaurant,Las Vegas,3.0
nTc-Qj_-ABZrpM9YSpJ6jA,ChowKing,Las Vegas,3.0
n7V4cD-KqqE3OXk0irJTyA,GameWorks,Las Vegas,3.0
Z4TFS7pnp1p2zExT-uq9AA,Wienerschnitzel,Las Vegas,3.0
uu_x0WbrO1kROIes79aawQ,Wienerschnitzel,Las Vegas,3.0
GStieDpK7oi2pXggQXi-Kg,Wienerschnitzel,Las Vegas,3.0
mkhjTkDlEqQGP-1IzfyN7g,Mr. Sandwich,Las Vegas,3.0
tDV2oFNTGrUWAkxYCqP0jw,A Slice of Chicago At the Inn Zone,Henderson,3.0
vtkJXE_Vdz27rWm6mfAw6Q,Cathay House Restaurant,Las Vegas,3.0
iNdMl5rb4FKFFgmzimuzvQ,Panda Express,Las Vegas,3.0
0p27EjcNwTI7Ey4K_MNPww,Fatburger,Las Vegas,3.0
qpdMFF6Y31ZAtE1R1OLsfA,Fatburger,Henderson,3.0
A7jbtXYFAZhErOW7xIQinA,Mother's Korean Grill,Las Vegas,3.0
I0f12eU-xFn6Kd_4H57jrQ,Napoli Pizza,Henderson,3.0
eSLwC2iFJOU4UWXyuPiTpg,Hennessey's Tavern,Las Vegas,3.0
Rc3fdyxa9IbhBDL-q1Q_Og,Al's Garage,Henderson,3.0
HUKbH7r9TBJPri6LJbBKtw,Tacos Mexico,Las Vegas,3.0
bV_xC1dzOhN_y4YEd4h02g,MountainSide,Henderson,3.0
3f0zDyiZIY8cBF-g_EkpuQ,Domino's Pizza,Henderson,3.0
WEeMwRLhgCyO1b4kikVcuQ,Ketchup Premium Burger Bar,Las Vegas,3.0
97TVQZZo_2nMDTeWvqfXXg,Ciao Ciao Cafe & Bar,Las Vegas,3.0
RsulP7fZ_36iBhElfKFjAg,Domino's Pizza,Las Vegas,3.0
VbEK6-etnKKaPamrG2jWjQ,Haute Doggery,Las Vegas,3.0
2pTq2dbPsSQwQJWUH5tE-w,Taco Bell,Las Vegas,3.0
s-QHEBYI2c2VuOQdEi0qPQ,Taco Bell,Las Vegas,3.0
qdFDQXLgADqmWKEdlojM9Q,The Little Kitchen Cafe,Las Vegas,3.0
